Time;Ano_Trimestre;Open;High;Low;Close;Volume;Retorno_Pct;Z_Score;Amplitude_Relativa;Volume_Relativo;Tipo_Movimento;Limite_Dinamico;Num_Criterios;Criterio_Principal;Score_Confianca
2022-02-14 09:40:00;2022-Q1;235.46;236.86;235.46;236.86;18;0.59;4.99;6.43;2.9;Alta;0.4;2;Amplitude Alta;100
2022-02-16 10:05:00;2022-Q1;236.94;238.1;236.94;238.1;10;0.49;5.52;7.58;2.2;Alta;0.4;2;Amplitude Alta;100
2022-02-24 09:55:00;2022-Q1;227.44;227.44;224.91;226.51;5;-0.41;-2.91;10.23;2.0;Neutro;0.42;2;Amplitude Alta;100
2022-03-10 12:10:00;2022-Q1;212.64;212.64;211.72;211.72;40;-0.43;-3.53;5.07;6.6;Baixa;0.4;2;Volume Alto;100
2022-03-18 13:45:00;2022-Q1;207.35;208.62;207.35;208.5;41;0.55;4.71;7.3;6.6;Alta;0.4;3;Volume Alto;100
2022-03-22 14:25:00;2022-Q1;213.91;213.91;211.99;211.99;32;-0.9;-5.77;9.34;4.6;Baixa;0.4;2;Amplitude Alta;100
2022-03-24 11:05:00;2022-Q1;211.03;211.03;209.8;210.19;16;-0.4;-2.99;7.09;4.1;Neutro;0.4;2;Amplitude Alta;100
2022-03-28 10:00:00;2022-Q1;207.89;207.89;206.74;206.74;19;-0.55;-4.15;6.23;3.9;Baixa;0.4;2;Amplitude Alta;100
2022-03-28 10:05:00;2022-Q1;206.77;206.77;205.7;205.7;15;-0.52;-4.32;6.09;3.7;Baixa;0.4;2;Amplitude Alta;100
2022-03-29 10:50:00;2022-Q1;205.85;205.85;204.55;205.09;5;-0.37;-3.66;8.13;1.9;Neutro;0.4;2;Amplitude Alta;100
2022-03-30 12:25:00;2022-Q1;209.38;210.42;209.38;210.23;52;0.41;3.26;5.6;8.5;Alta;0.4;2;Volume Alto;100
2022-03-31 10:40:00;2022-Q1;214.79;216.13;214.79;216.13;35;0.62;4.31;5.69;5.3;Alta;0.4;2;Volume Alto;100
2025-03-26 11:00:00;2025-Q1;439.22;439.22;436.1;436.61;24;-0.59;-4.01;7.0;4.7;Baixa;0.4;2;Amplitude Alta;100
2024-10-01 10:55:00;2024-Q4;274.05;274.05;272.15;272.15;55;-0.69;-3.75;4.99;5.6;Baixa;0.4;2;Volume Alto;100
2024-10-02 10:45:00;2024-Q4;270.8;270.8;269.55;269.55;68;-0.46;-3.4;4.65;7.2;Baixa;0.4;2;Volume Alto;100
2024-10-04 10:05:00;2024-Q4;266.38;269.72;265.99;269.72;33;1.25;6.58;11.33;5.0;Alta;0.4;3;Volume Alto;100
2024-10-10 13:30:00;2024-Q4;266.3;267.81;266.25;267.81;45;0.57;3.99;5.27;7.0;Alta;0.4;2;Volume Alto;100
2024-10-15 09:50:00;2024-Q4;272.67;272.67;270.59;270.98;36;-0.62;-4.12;7.07;3.6;Baixa;0.4;2;Amplitude Alta;100
2024-11-01 12:00:00;2024-Q4;258.24;258.24;256.72;256.72;5;-0.59;-5.56;8.95;1.7;Baixa;0.4;2;Amplitude Alta;100
2024-11-12 11:40:00;2024-Q4;279.04;282.98;279.04;282.98;41;1.41;6.95;10.91;6.0;Alta;0.4;3;Volume Alto;100
2024-11-18 11:10:00;2024-Q4;317.21;317.43;314.83;314.83;14;-0.75;-4.16;6.58;4.4;Baixa;0.4;2;Amplitude Alta;100
2024-11-27 13:40:00;2024-Q4;349.67;354.05;349.67;353.61;56;1.13;5.29;8.3;7.4;Alta;0.4;3;Volume Alto;100
2024-12-09 10:00:00;2024-Q4;364.57;364.57;357.73;358.39;27;-1.7;-5.56;8.27;4.4;Baixa;0.4;2;Amplitude Alta;100
2024-12-13 11:45:00;2024-Q4;360.45;363.95;360.32;362.55;33;0.58;3.41;8.27;6.9;Alta;0.4;3;Volume Alto;100
2022-05-12 10:55:00;2022-Q2;204.82;204.82;202.71;203.28;37;-0.75;-3.91;7.53;6.3;Baixa;0.4;3;Volume Alto;100
2022-05-12 11:45:00;2022-Q2;204.47;204.55;203.28;203.28;23;-0.58;-3.32;4.77;9.2;Baixa;0.4;2;Volume Alto;100
2022-05-19 11:00:00;2022-Q2;206.47;208.27;206.47;208.27;17;0.87;5.11;6.51;3.3;Alta;0.4;2;Amplitude Alta;100
2022-05-25 12:15:00;2022-Q2;205.82;207.89;205.82;207.62;52;0.87;4.22;6.57;6.9;Alta;0.4;3;Volume Alto;100
2022-05-31 10:55:00;2022-Q2;218.51;221.62;218.51;221.54;55;1.39;6.92;9.34;4.8;Alta;0.4;2;Amplitude Alta;100
2022-06-13 11:55:00;2022-Q2;211.38;211.38;209.5;210.53;34;-0.4;-2.61;6.26;5.4;Neutro;0.48;3;Volume Alto;100
2022-06-29 10:20:00;2022-Q2;210.19;218.4;210.19;215.56;97;2.55;7.83;15.76;6.4;Alta;0.4;3;Volume Alto;100
2022-01-03 10:15:00;2022-Q1;209.62;209.62;207.05;207.79;31;-0.87;-4.62;7.47;3.6;Baixa;0.4;2;Amplitude Alta;100
2022-01-24 12:15:00;2022-Q1;223.43;223.7;222.34;222.62;28;-0.36;-3.23;7.26;3.8;Neutro;0.4;2;Amplitude Alta;100
2022-08-30 10:35:00;2022-Q3;215.71;215.71;214.33;214.33;23;-0.64;-4.2;6.36;3.8;Baixa;0.4;2;Amplitude Alta;100
2022-09-02 09:40:00;2022-Q3;211.27;211.31;209.78;209.78;17;-0.71;-4.99;7.74;2.0;Baixa;0.4;2;Amplitude Alta;100
2022-09-21 14:25:00;2022-Q3;200.21;201.17;200.21;201.13;81;0.46;2.84;3.73;8.2;Alta;0.43;2;Volume Alto;100
2022-09-22 11:10:00;2022-Q3;200.94;200.94;199.48;199.83;34;-0.55;-3.79;6.22;5.0;Baixa;0.4;2;Amplitude Alta;100
2022-09-27 10:30:00;2022-Q3;203.85;203.85;201.36;202.16;35;-0.83;-4.5;6.9;3.1;Baixa;0.4;2;Amplitude Alta;100
2022-04-04 10:45:00;2022-Q2;219.01;220.05;218.97;219.85;48;0.38;3.54;5.55;5.6;Neutro;0.4;2;Volume Alto;100
2022-04-06 10:55:00;2022-Q2;217.32;217.32;215.63;215.94;53;-0.64;-4.06;6.55;6.7;Baixa;0.4;3;Volume Alto;100
2022-04-06 12:20:00;2022-Q2;216.44;216.44;215.21;215.29;29;-0.53;-3.57;4.76;7.7;Baixa;0.4;2;Volume Alto;100
2022-04-07 10:35:00;2022-Q2;215.86;215.94;214.06;214.79;30;-0.5;-4.01;8.58;6.1;Baixa;0.4;3;Volume Alto;100
2022-04-08 09:45:00;2022-Q2;218.7;220.05;218.59;220.05;63;0.62;4.35;6.7;4.8;Alta;0.4;2;Amplitude Alta;100
2022-04-11 10:45:00;2022-Q2;223.61;224.34;223.61;224.34;49;0.33;3.21;4.37;7.8;Neutro;0.4;2;Volume Alto;100
2022-04-22 10:20:00;2022-Q2;217.02;218.32;217.02;218.28;112;0.58;4.42;6.81;9.3;Alta;0.4;3;Volume Alto;100
2022-05-03 10:35:00;2022-Q2;207.35;209.04;207.35;208.77;37;0.68;4.35;7.2;4.8;Alta;0.4;2;Amplitude Alta;100
2022-11-28 10:45:00;2022-Q4;149.85;149.85;148.77;149.07;31;-0.52;-3.46;5.24;6.5;Baixa;0.4;2;Volume Alto;100
2022-12-02 11:40:00;2022-Q4;154.55;154.55;153.14;153.14;15;-0.91;-5.31;8.48;4.3;Baixa;0.4;2;Amplitude Alta;100
2022-12-02 12:25:00;2022-Q4;154.14;155.26;154.14;154.96;14;0.53;3.79;7.24;3.4;Alta;0.4;2;Amplitude Alta;100
2022-12-16 12:40:00;2022-Q4;159.14;160.38;158.99;160.23;24;0.68;5.22;8.93;3.0;Alta;0.4;2;Amplitude Alta;100
2022-07-01 11:00:00;2022-Q3;216.21;216.21;214.02;214.02;37;-1.01;-5.83;8.72;4.9;Baixa;0.4;2;Amplitude Alta;100
2022-07-22 09:40:00;2022-Q3;198.53;198.68;196.53;196.53;37;-1.01;-5.1;6.32;3.3;Baixa;0.4;2;Amplitude Alta;100
2022-08-17 10:45:00;2022-Q3;198.76;199.87;198.76;199.87;7;0.56;4.38;7.95;1.5;Alta;0.4;2;Amplitude Alta;100
2024-12-19 12:25:00;2024-Q4;362.55;362.55;358.17;359.31;28;-0.89;-4.27;7.83;3.5;Baixa;0.4;2;Amplitude Alta;100
2024-12-20 12:15:00;2024-Q4;358.43;358.43;356.07;356.07;13;-0.66;-4.07;6.35;3.7;Baixa;0.4;2;Amplitude Alta;100
2024-12-20 12:20:00;2024-Q4;356.02;357.99;355.06;357.99;18;0.55;3.94;8.37;6.0;Alta;0.4;3;Volume Alto;100
2024-12-30 10:05:00;2024-Q4;349.58;352.34;349.58;352.34;6;0.79;5.03;8.53;2.3;Alta;0.4;2;Amplitude Alta;100
2024-07-02 12:10:00;2024-Q3;235.63;238.49;235.63;237.85;68;0.94;4.39;7.89;5.9;Alta;0.4;3;Volume Alto;100
2024-07-03 11:05:00;2024-Q3;236.15;236.83;234.32;234.49;36;-0.7;-3.71;7.42;4.4;Baixa;0.4;2;Amplitude Alta;100
2024-07-12 11:45:00;2024-Q3;257.85;260.31;257.85;260.19;50;0.91;4.75;6.06;4.2;Alta;0.4;2;Amplitude Alta;100
2024-07-15 10:55:00;2024-Q3;253.59;253.59;252.14;252.36;62;-0.49;-3.2;4.58;8.8;Baixa;0.4;2;Volume Alto;100
2024-07-25 13:15:00;2024-Q3;248.4;250.57;248.4;250.57;37;0.87;5.8;8.89;7.9;Alta;0.4;3;Volume Alto;100
2023-03-02 11:30:00;2023-Q1;173.34;173.34;171.94;171.94;8;-0.81;-5.08;6.4;2.7;Baixa;0.4;2;Amplitude Alta;100
2023-03-08 11:20:00;2023-Q1;169.66;169.66;168.37;168.37;29;-0.76;-4.6;6.28;3.6;Baixa;0.4;2;Amplitude Alta;100
2023-03-10 10:35:00;2023-Q1;166.32;169.19;166.32;167.79;23;0.88;4.3;11.29;4.3;Alta;0.4;2;Amplitude Alta;100
2023-03-16 11:10:00;2023-Q1;169.81;170.78;169.73;170.78;58;0.57;3.68;4.71;7.2;Alta;0.4;2;Volume Alto;100
2023-03-29 10:00:00;2023-Q1;162.71;162.71;160.65;161.51;20;-0.74;-3.99;8.18;2.7;Baixa;0.4;2;Amplitude Alta;100
2022-10-10 10:05:00;2022-Q4;196.34;197.03;195.31;195.31;29;-0.52;-3.46;7.63;5.5;Baixa;0.4;3;Volume Alto;100
2022-10-18 09:40:00;2022-Q4;178.36;181.11;178.36;179.85;22;0.84;4.57;10.33;3.4;Alta;0.4;2;Amplitude Alta;100
2022-11-07 12:30:00;2022-Q4;154.78;154.78;152.64;153.02;75;-1.14;-5.03;6.74;8.3;Baixa;0.4;3;Volume Alto;100
2022-11-21 10:10:00;2022-Q4;147.74;149.0;147.74;149.0;16;0.85;4.3;6.16;4.7;Alta;0.4;2;Amplitude Alta;100
2022-11-23 10:00:00;2022-Q4;151.83;151.83;150.9;150.9;34;-0.61;-3.8;6.01;4.4;Baixa;0.4;2;Amplitude Alta;100
2022-11-23 10:05:00;2022-Q4;150.97;151.9;150.78;151.9;17;0.62;4.12;7.66;2.4;Alta;0.4;2;Amplitude Alta;100
2022-11-25 12:10:00;2022-Q4;152.43;153.77;152.43;153.55;26;0.73;3.95;6.33;6.7;Alta;0.4;3;Volume Alto;100
2024-07-31 13:20:00;2024-Q3;243.04;245.38;243.0;245.08;25;0.84;4.56;7.28;4.3;Alta;0.4;2;Amplitude Alta;100
2024-08-02 12:10:00;2024-Q3;245.55;247.08;245.55;246.78;31;0.5;2.82;3.95;8.5;Alta;0.44;2;Volume Alto;100
2024-08-14 11:55:00;2024-Q3;251.76;253.38;251.72;252.74;15;0.39;3.0;7.6;3.8;Neutro;0.4;2;Amplitude Alta;100
2024-08-14 12:00:00;2024-Q3;252.74;252.74;251.46;251.46;13;-0.51;-4.31;6.3;3.8;Baixa;0.4;2;Amplitude Alta;100
2024-08-14 13:20:00;2024-Q3;252.82;252.82;251.46;251.46;14;-0.54;-5.01;7.07;3.7;Baixa;0.4;2;Amplitude Alta;100
2024-08-30 13:10:00;2024-Q3;257.15;257.28;254.64;255.24;49;-0.74;-4.68;9.23;6.3;Baixa;0.4;3;Volume Alto;100
2024-09-10 12:25:00;2024-Q3;257.89;257.89;256.46;256.46;45;-0.55;-3.95;4.91;8.7;Baixa;0.4;2;Volume Alto;100
2024-09-16 13:20:00;2024-Q3;265.99;265.99;264.35;264.69;28;-0.49;-3.15;4.29;7.4;Baixa;0.4;2;Volume Alto;100
2024-09-24 10:30:00;2024-Q3;277.35;277.39;275.27;275.27;24;-0.75;-4.89;6.03;2.9;Baixa;0.4;2;Amplitude Alta;100
2024-09-24 13:30:00;2024-Q3;274.66;274.75;273.01;273.45;42;-0.44;-2.99;4.8;6.8;Baixa;0.4;2;Volume Alto;100
2024-09-25 11:10:00;2024-Q3;274.36;274.36;272.32;273.01;43;-0.49;-3.76;7.13;5.4;Baixa;0.4;3;Volume Alto;100
2023-01-04 10:00:00;2023-Q1;160.23;160.23;158.92;158.92;24;-0.82;-3.99;6.18;4.1;Baixa;0.4;2;Amplitude Alta;100
2023-01-04 11:45:00;2023-Q1;158.02;158.02;156.76;156.76;22;-0.8;-4.33;6.03;3.6;Baixa;0.4;2;Amplitude Alta;100
2023-01-06 10:40:00;2023-Q1;154.44;156.35;154.44;155.45;15;0.65;4.54;11.5;3.5;Alta;0.4;2;Amplitude Alta;100
2023-01-13 10:10:00;2023-Q1;147.46;149.33;147.46;149.18;18;1.17;5.57;9.18;3.4;Alta;0.4;2;Amplitude Alta;100
2023-01-13 10:30:00;2023-Q1;149.66;149.66;148.47;148.47;9;-0.8;-4.6;7.53;2.9;Baixa;0.4;2;Amplitude Alta;100
2023-01-17 10:30:00;2023-Q1;150.11;150.34;149.29;149.29;19;-0.55;-4.54;8.05;5.6;Baixa;0.4;3;Volume Alto;100
2023-01-25 13:25:00;2023-Q1;159.41;161.01;159.41;160.49;33;0.68;4.08;6.19;4.4;Alta;0.4;2;Amplitude Alta;100
2023-02-01 10:25:00;2023-Q1;180.01;180.01;176.31;176.54;65;-1.93;-6.39;9.54;5.9;Baixa;0.4;3;Volume Alto;100
2023-02-07 15:15:00;2023-Q1;177.28;177.62;176.28;176.28;12;-0.56;-4.24;7.22;2.5;Baixa;0.4;2;Amplitude Alta;100
2023-02-15 13:55:00;2023-Q1;172.28;172.43;171.39;171.39;20;-0.52;-3.66;6.12;4.3;Baixa;0.4;2;Amplitude Alta;100
2023-02-16 10:55:00;2023-Q1;170.94;171.98;170.94;171.98;17;0.61;4.07;5.83;5.3;Alta;0.4;2;Volume Alto;100
2023-09-11 10:40:00;2023-Q3;147.64;148.65;147.64;148.61;28;0.66;4.78;7.34;4.4;Alta;0.4;2;Amplitude Alta;100
2023-04-24 10:50:00;2023-Q2;180.01;182.73;180.01;181.57;23;0.87;4.54;11.34;5.2;Alta;0.4;3;Volume Alto;100
2023-04-26 11:35:00;2023-Q2;177.84;179.2;177.69;179.2;24;0.76;4.7;6.31;4.6;Alta;0.4;2;Amplitude Alta;100
2023-04-26 11:40:00;2023-Q2;178.85;179.7;178.85;179.63;38;0.44;3.1;3.76;9.4;Alta;0.4;2;Volume Alto;100
2023-05-17 09:55:00;2023-Q2;173.03;174.19;173.03;174.19;59;0.67;2.73;4.76;8.9;Alta;0.45;2;Volume Alto;100
2023-06-02 11:25:00;2023-Q2;167.21;167.21;165.39;165.39;20;-1.09;-4.83;6.85;3.2;Baixa;0.4;2;Amplitude Alta;100
2023-06-27 10:50:00;2023-Q2;151.89;153.24;151.89;153.24;25;0.89;4.18;6.43;4.3;Alta;0.4;2;Amplitude Alta;100
2023-06-27 13:15:00;2023-Q2;153.01;154.45;153.01;154.21;26;0.78;4.15;6.78;8.5;Alta;0.4;3;Volume Alto;100
2024-04-22 11:20:00;2024-Q2;233.59;235.38;233.59;235.38;35;0.77;3.86;4.89;6.0;Alta;0.4;2;Volume Alto;100
2024-04-30 12:40:00;2024-Q2;228.06;228.06;223.93;225.08;86;-1.31;-6.0;10.52;4.9;Baixa;0.4;2;Amplitude Alta;100
2024-05-07 10:10:00;2024-Q2;200.06;201.34;199.98;200.83;38;0.38;3.02;6.55;6.3;Neutro;0.4;3;Volume Alto;100
2024-05-13 12:20:00;2024-Q2;206.62;206.62;204.02;204.02;38;-1.26;-4.82;6.18;4.0;Baixa;0.4;2;Amplitude Alta;100
2024-05-13 13:20:00;2024-Q2;202.96;202.96;200.83;201.26;36;-0.84;-3.99;5.95;6.2;Baixa;0.4;2;Volume Alto;100
2024-06-10 10:00:00;2024-Q2;234.02;234.02;231.93;232.02;29;-0.85;-4.51;5.59;5.7;Baixa;0.4;2;Volume Alto;100
2024-06-12 13:00:00;2024-Q2;232.15;235.72;232.15;235.59;29;1.48;5.37;7.46;2.6;Alta;0.4;2;Amplitude Alta;100
2024-01-05 12:00:00;2024-Q1;181.1;182.47;181.1;181.99;28;0.49;3.14;6.35;5.7;Alta;0.4;3;Volume Alto;100
2023-07-14 11:35:00;2023-Q3;147.74;148.67;147.74;148.67;38;0.63;4.14;5.11;7.5;Alta;0.4;2;Volume Alto;100
2023-07-20 10:00:00;2023-Q3;144.52;145.87;144.52;145.87;42;0.93;4.81;6.47;5.0;Alta;0.4;2;Amplitude Alta;100
2023-07-28 10:00:00;2023-Q3;148.98;149.17;147.85;147.85;25;-0.76;-4.34;6.35;5.2;Baixa;0.4;3;Volume Alto;100
2023-08-07 09:35:00;2023-Q3;151.3;151.93;151.23;151.93;19;0.42;3.9;6.81;3.5;Alta;0.4;2;Amplitude Alta;100
2023-08-10 09:40:00;2023-Q3;152.08;152.08;151.07;151.07;13;-0.66;-4.6;6.75;3.4;Baixa;0.4;2;Amplitude Alta;100
2023-08-18 10:35:00;2023-Q3;146.88;148.04;146.88;148.04;21;0.79;4.91;6.68;3.5;Alta;0.4;2;Amplitude Alta;100
2023-08-18 10:55:00;2023-Q3;147.76;148.73;147.76;148.73;16;0.66;4.85;6.33;3.8;Alta;0.4;2;Amplitude Alta;100
2023-08-25 09:50:00;2023-Q3;150.18;150.18;148.16;148.65;33;-1.02;-6.01;11.54;5.9;Baixa;0.4;3;Volume Alto;100
2023-08-31 10:20:00;2023-Q3;150.66;151.67;150.66;151.47;27;0.54;3.31;6.59;4.5;Alta;0.4;2;Amplitude Alta;100
2023-08-31 10:35:00;2023-Q3;151.87;152.64;151.87;152.64;22;0.51;3.34;5.62;5.4;Alta;0.4;2;Volume Alto;100
2024-01-11 15:25:00;2024-Q1;182.39;183.2;182.39;183.2;118;0.44;2.54;3.4;11.2;Neutro;0.49;2;Volume Alto;100
2024-01-12 13:10:00;2024-Q1;180.05;180.05;178.4;178.4;51;-0.92;-5.21;6.94;5.8;Baixa;0.4;3;Volume Alto;100
2024-01-17 10:20:00;2024-Q1;178.8;179.0;177.59;177.71;58;-0.61;-3.15;5.4;6.4;Baixa;0.4;2;Volume Alto;100
2024-02-02 11:45:00;2024-Q1;191.51;191.51;189.66;189.66;40;-0.97;-6.32;10.46;7.5;Baixa;0.4;3;Volume Alto;100
2024-02-07 10:25:00;2024-Q1;189.09;190.06;189.01;190.06;25;0.51;4.76;7.55;3.6;Alta;0.4;2;Amplitude Alta;100
2024-02-20 15:55:00;2024-Q1;189.66;190.38;189.66;190.38;19;0.38;4.24;6.45;3.1;Neutro;0.4;2;Amplitude Alta;100
2024-02-27 13:30:00;2024-Q1;188.02;190.45;188.02;188.92;31;0.48;2.76;10.84;2.3;Alta;0.45;2;Amplitude Alta;100
2024-02-27 15:55:00;2024-Q1;189.34;190.62;189.34;190.62;31;0.68;4.33;6.88;4.7;Alta;0.4;2;Amplitude Alta;100
2024-02-28 10:20:00;2024-Q1;188.83;190.28;188.83;189.72;11;0.47;3.63;8.6;2.7;Alta;0.4;2;Amplitude Alta;100
2023-11-22 12:10:00;2023-Q4;164.64;166.41;164.64;166.41;23;1.08;5.83;9.37;3.7;Alta;0.4;2;Amplitude Alta;100
2023-12-01 11:30:00;2023-Q4;175.13;177.19;174.73;176.66;39;0.87;3.65;7.82;3.9;Alta;0.4;2;Amplitude Alta;100
2023-12-01 13:15:00;2023-Q4;180.98;180.98;178.76;178.76;21;-1.23;-6.49;9.96;4.8;Baixa;0.4;2;Amplitude Alta;100
2023-12-06 10:00:00;2023-Q4;175.37;175.65;174.32;174.32;36;-0.6;-3.66;6.09;4.5;Baixa;0.4;2;Amplitude Alta;100
2023-12-13 11:20:00;2023-Q4;184.41;184.41;182.8;182.8;33;-0.87;-5.4;6.25;3.2;Baixa;0.4;2;Amplitude Alta;100
2023-12-18 10:05:00;2023-Q4;187.52;187.52;185.62;185.62;61;-1.01;-3.48;6.15;7.2;Baixa;0.4;3;Volume Alto;100
2023-12-19 14:20:00;2023-Q4;194.9;199.34;194.86;199.34;37;2.28;7.07;8.85;2.6;Alta;0.4;2;Amplitude Alta;100
2023-12-21 12:20:00;2023-Q4;190.06;190.06;188.93;188.93;17;-0.59;-3.98;6.07;4.4;Baixa;0.4;2;Amplitude Alta;100
2023-07-06 10:30:00;2023-Q3;146.42;148.39;146.42;148.39;21;1.35;4.96;7.23;1.8;Alta;0.4;2;Amplitude Alta;100
2023-07-06 10:35:00;2023-Q3;148.43;151.07;148.43;150.3;34;1.26;5.41;10.32;3.2;Alta;0.4;2;Amplitude Alta;100
2023-07-11 11:40:00;2023-Q3;145.25;146.26;145.1;146.26;41;0.7;4.01;6.87;6.4;Alta;0.4;3;Volume Alto;100
2024-02-29 13:55:00;2024-Q1;189.55;190.96;189.55;190.87;48;0.7;4.15;5.88;7.5;Alta;0.4;2;Volume Alto;100
2024-03-07 10:05:00;2024-Q1;193.21;195.55;193.21;194.87;54;0.86;4.69;7.03;3.1;Alta;0.4;2;Amplitude Alta;100
2024-03-12 11:00:00;2024-Q1;190.28;192.32;190.28;192.32;58;1.07;7.11;12.52;9.7;Alta;0.4;3;Volume Alto;100
2024-03-15 12:00:00;2024-Q1;188.53;189.34;188.53;189.34;59;0.43;3.42;4.9;8.6;Alta;0.4;2;Volume Alto;100
2023-10-02 11:55:00;2023-Q4;146.96;148.61;146.96;148.21;42;0.85;5.17;10.83;5.5;Alta;0.4;3;Volume Alto;100
2023-10-27 14:55:00;2023-Q4;156.54;156.54;155.5;155.5;49;-0.66;-4.09;4.88;6.7;Baixa;0.4;2;Volume Alto;100
2023-11-06 14:20:00;2023-Q4;166.37;167.58;166.37;167.58;28;0.73;3.91;7.09;4.6;Alta;0.4;2;Amplitude Alta;100
2025-11-12 10:20:00;2025-Q4;485.94;486.28;480.34;480.34;93;-1.15;-4.83;9.2;6.7;Baixa;0.4;3;Volume Alto;100
2025-11-12 10:25:00;2025-Q4;481.45;482.37;475.84;475.84;57;-1.17;-5.65;11.15;6.2;Baixa;0.4;3;Volume Alto;100
2025-11-12 10:30:00;2025-Q4;475.41;475.41;469.9;473.18;27;-0.47;-2.72;10.46;4.2;Baixa;0.46;2;Amplitude Alta;100
2025-12-01 10:15:00;2025-Q4;464.0;464.35;461.0;461.05;30;-0.64;-3.85;6.6;3.9;Baixa;0.4;2;Amplitude Alta;100
2025-12-08 12:05:00;2025-Q4;458.1;458.1;454.1;454.8;44;-0.72;-4.64;8.14;6.1;Baixa;0.4;3;Volume Alto;100
2025-12-08 12:35:00;2025-Q4;453.6;453.6;450.6;451.0;22;-0.57;-4.13;6.71;5.0;Baixa;0.4;2;Amplitude Alta;100
2025-12-12 11:00:00;2025-Q4;458.05;458.05;455.45;456.1;62;-0.43;-3.06;5.73;6.2;Baixa;0.4;2;Volume Alto;100
2025-07-08 10:35:00;2025-Q3;316.01;316.01;313.12;313.12;21;-0.91;-4.83;7.2;4.5;Baixa;0.4;2;Amplitude Alta;100
2025-07-18 12:20:00;2025-Q3;341.05;341.05;337.89;338.35;47;-0.79;-3.66;5.43;8.4;Baixa;0.4;2;Volume Alto;100
2021-02-22 14:30:00;2021-Q1;128.8;129.62;128.55;129.53;29;0.57;3.67;8.58;7.3;Alta;0.4;3;Volume Alto;100
2021-02-26 10:45:00;2021-Q1;132.32;132.94;132.32;132.9;18;0.44;4.17;6.15;5.7;Alta;0.4;3;Volume Alto;100
2021-03-01 14:45:00;2021-Q1;131.75;131.75;131.26;131.26;16;-0.37;-3.68;7.38;2.8;Neutro;0.4;2;Amplitude Alta;100
2021-03-02 10:05:00;2021-Q1;130.72;130.72;129.86;130.11;21;-0.47;-4.34;11.49;3.7;Baixa;0.4;2;Amplitude Alta;100
2021-03-02 11:15:00;2021-Q1;130.11;130.11;129.62;129.62;10;-0.38;-3.33;7.01;4.0;Neutro;0.4;2;Amplitude Alta;100
2021-03-04 12:15:00;2021-Q1;127.81;127.81;127.07;127.07;24;-0.58;-4.43;8.05;5.7;Baixa;0.4;3;Volume Alto;100
2021-03-15 11:55:00;2021-Q1;129.0;129.0;127.85;127.93;11;-0.83;-6.11;14.33;3.2;Baixa;0.4;2;Amplitude Alta;100
2021-03-18 14:20:00;2021-Q1;127.65;127.65;126.42;126.5;31;-0.9;-4.54;10.71;5.0;Baixa;0.4;2;Amplitude Alta;100
2021-03-18 14:25:00;2021-Q1;127.16;127.16;126.33;126.33;10;-0.65;-3.64;7.97;2.1;Baixa;0.4;2;Amplitude Alta;100
2021-03-19 09:35:00;2021-Q1;127.16;127.16;126.25;126.25;10;-0.72;-4.24;9.31;2.1;Baixa;0.4;2;Amplitude Alta;100
2021-03-19 13:20:00;2021-Q1;127.73;127.73;126.83;126.83;3;-0.7;-4.65;9.37;0.7;Baixa;0.4;2;Amplitude Alta;100
2021-03-22 09:40:00;2021-Q1;126.87;126.87;126.33;126.33;28;-0.43;-3.2;5.85;8.0;Baixa;0.4;2;Volume Alto;100
2023-08-04 14:35:00;2023-Q3;150.88;150.92;150.14;150.14;18;-0.49;-3.88;6.75;3.1;Baixa;0.4;2;Amplitude Alta;100
2024-01-11 12:10:00;2024-Q1;184.09;185.54;184.05;185.38;57;0.7;3.54;5.42;5.1;Alta;0.4;2;Volume Alto;100
2024-07-05 10:55:00;2024-Q3;236.57;238.57;236.23;238.57;20;0.85;4.71;6.0;2.8;Alta;0.4;2;Amplitude Alta;100
2023-10-10 10:30:00;2023-Q4;144.38;145.43;144.22;145.35;18;0.67;3.73;6.11;4.0;Alta;0.4;2;Amplitude Alta;100
2021-01-26 14:20:00;2021-Q1;122.28;122.28;121.77;121.77;11;-0.42;-3.13;6.19;4.7;Baixa;0.4;2;Amplitude Alta;100
2025-10-23 14:25:00;2025-Q4;474.25;474.54;469.8;471.25;36;-0.63;-2.98;6.86;4.0;Baixa;0.4;2;Amplitude Alta;100
2025-02-18 11:40:00;2025-Q1;441.99;441.99;438.18;438.18;5;-0.86;-4.97;6.92;1.3;Baixa;0.4;2;Amplitude Alta;100
2024-03-26 10:10:00;2024-Q1;193.51;194.62;193.51;194.62;49;0.57;3.97;4.25;6.0;Alta;0.4;2;Volume Alto;100
2025-09-02 09:40:00;2025-Q3;445.3;445.39;439.79;439.79;32;-1.24;-5.0;6.04;2.3;Baixa;0.4;2;Amplitude Alta;99
2021-06-29 09:50:00;2021-Q2;158.53;158.53;157.47;157.51;32;-0.64;-3.58;6.33;3.9;Baixa;0.4;2;Amplitude Alta;99
2024-02-07 15:25:00;2024-Q1;189.86;190.54;189.86;190.46;34;0.32;3.38;5.48;5.2;Neutro;0.4;2;Volume Alto;99
2021-07-23 09:55:00;2021-Q3;188.85;192.62;188.15;191.96;28;1.65;3.92;7.37;2.1;Alta;0.4;2;Amplitude Alta;99
2024-07-02 13:10:00;2024-Q3;237.51;237.51;235.85;235.97;22;-0.65;-4.08;6.36;3.1;Baixa;0.4;2;Amplitude Alta;99
