Time;Ano_Trimestre;Open;High;Low;Close;Volume;Retorno_Pct;Z_Score;Amplitude_Relativa;Volume_Relativo;Tipo_Movimento;Score_Confianca
2025-01-28 12:30:00;2025-Q1;381.57;382.97;381.57;382.58;56;0.26;1.69;2.43;4.2;Neutro;57
2022-09-19 13:05:00;2022-Q3;199.56;200.32;199.56;200.32;19;0.38;2.62;3.28;1.9;Neutro;57
2022-06-29 10:25:00;2022-Q2;215.52;216.09;214.48;214.83;29;-0.32;-1.67;3.66;2.7;Neutro;57
2024-01-18 09:45:00;2024-Q1;176.78;176.78;175.94;176.34;22;-0.25;-1.8;3.34;2.9;Neutro;57
2025-12-04 09:50:00;2025-Q4;465.5;465.5;464.05;464.05;3;-0.31;-2.98;3.9;0.7;Neutro;57
2022-05-20 14:25:00;2022-Q2;207.2;207.89;207.2;207.89;13;0.33;2.38;3.03;2.5;Neutro;57
2021-03-11 10:35:00;2021-Q1;129.04;129.17;128.88;128.88;12;-0.12;-0.91;3.07;4.4;Neutro;57
2023-12-07 11:55:00;2023-Q4;176.26;176.74;176.26;176.66;11;0.23;1.7;2.9;3.6;Neutro;57
2023-09-27 10:30:00;2023-Q3;146.31;146.55;146.07;146.55;16;0.16;1.24;3.37;3.6;Neutro;57
2025-01-23 10:20:00;2025-Q1;371.84;372.24;371.05;371.58;56;-0.07;-0.62;2.72;5.3;Neutro;57
2022-12-01 11:15:00;2022-Q4;161.42;161.42;160.34;160.34;18;-0.67;-2.73;3.58;1.4;Neutro;57
2024-12-12 14:40:00;2024-Q4;352.74;354.49;352.34;354.49;4;0.5;2.34;4.1;1.2;Neutro;57
2024-02-07 15:15:00;2024-Q1;189.94;189.94;189.41;189.41;4;-0.28;-2.74;4.2;0.6;Neutro;57
2021-11-03 12:30:00;2021-Q4;199.77;200.31;199.77;200.31;22;0.27;1.65;2.45;4.2;Neutro;57
2025-10-06 09:40:00;2025-Q4;444.72;444.72;441.38;442.4;28;-0.52;-2.15;3.85;1.8;Neutro;57
2025-11-17 09:55:00;2025-Q4;466.56;466.56;464.48;464.48;3;-0.45;-2.69;3.82;1.1;Neutro;57
2025-10-15 14:45:00;2025-Q4;449.98;453.42;449.98;453.42;13;0.76;3.13;3.58;0.8;Neutro;57
2022-08-16 10:35:00;2022-Q3;203.74;203.74;203.05;203.05;19;-0.34;-2.2;3.18;2.6;Neutro;57
2021-10-22 12:50:00;2021-Q4;190.27;190.83;190.15;190.71;16;0.23;1.67;2.76;3.8;Neutro;57
2022-03-18 09:40:00;2022-Q1;206.28;206.28;205.66;205.66;9;-0.3;-2.33;3.35;2.2;Neutro;57
2023-03-07 13:55:00;2023-Q1;173.3;173.88;173.19;173.88;11;0.33;2.3;3.18;2.4;Neutro;57
2021-01-27 15:05:00;2021-Q1;122.33;122.67;122.33;122.67;7;0.28;2.1;3.78;1.9;Neutro;57
2025-04-24 10:45:00;2025-Q2;432.94;434.82;432.94;434.82;24;0.43;1.92;2.6;3.7;Neutro;57
2022-05-18 09:45:00;2022-Q2;209.65;209.65;208.19;209.04;38;-0.29;-1.27;3.68;3.2;Neutro;57
2021-07-19 13:20:00;2021-Q3;155.05;155.05;154.23;154.23;16;-0.53;-2.19;2.43;3.5;Neutro;57
2024-09-26 10:35:00;2024-Q3;280.64;281.59;280.64;281.25;22;0.22;1.87;3.47;2.7;Neutro;57
2021-12-06 10:00:00;2021-Q4;223.78;225.34;223.43;225.34;30;0.7;2.52;2.95;2.4;Neutro;57
2022-07-15 09:35:00;2022-Q3;182.96;184.49;182.96;184.49;7;0.84;2.88;3.51;1.2;Alta;57
2023-09-19 09:40:00;2023-Q3;160.33;161.1;160.33;160.98;15;0.41;2.23;3.51;2.1;Neutro;57
2022-02-15 11:10:00;2022-Q1;234.25;235.03;234.25;234.76;7;0.22;2.12;4.16;1.4;Neutro;57
2022-11-22 10:00:00;2022-Q4;150.42;151.18;150.42;151.18;6;0.51;2.72;3.74;1.2;Neutro;57
2021-07-06 13:10:00;2021-Q3;147.09;147.25;146.43;147.21;13;0.08;0.31;5.08;2.7;Neutro;57
2023-10-19 10:55:00;2023-Q4;156.06;156.54;156.06;156.54;24;0.31;2.22;2.75;3.1;Neutro;57
2023-09-01 11:45:00;2023-Q3;150.1;150.26;149.78;150.26;25;0.11;0.91;3.27;4.2;Neutro;57
2024-09-17 10:45:00;2024-Q3;270.59;271.24;269.94;271.02;19;0.16;1.57;4.39;1.9;Neutro;57
2023-01-10 14:50:00;2023-Q1;149.63;149.63;148.54;148.54;12;-0.73;-2.86;3.31;1.5;Neutro;57
2022-03-18 13:35:00;2022-Q1;206.89;207.35;206.74;206.74;35;-0.07;-0.56;3.46;4.4;Neutro;57
2024-06-27 10:00:00;2024-Q2;236.7;236.7;235.63;235.93;14;-0.33;-2.11;3.72;2.0;Neutro;57
2023-10-24 13:30:00;2023-Q4;162.75;163.47;162.75;162.99;22;0.15;0.87;3.32;4.2;Neutro;57
2021-01-15 10:35:00;2021-Q1;125.57;126.26;125.53;125.87;23;0.24;1.03;4.12;2.9;Neutro;57
2022-03-07 12:15:00;2022-Q1;213.33;213.33;212.64;212.64;16;-0.32;-2.29;2.49;3.3;Neutro;57
2022-11-23 11:45:00;2022-Q4;149.96;150.34;149.89;150.04;17;0.05;0.24;3.54;4.7;Neutro;57
2025-12-10 12:50:00;2025-Q4;459.85;460.2;458.95;458.95;14;-0.2;-1.95;3.88;2.0;Neutro;57
2025-07-15 10:35:00;2025-Q3;337.39;337.39;335.61;335.61;11;-0.53;-2.59;3.26;1.9;Neutro;57
2025-08-15 12:30:00;2025-Q3;392.27;394.4;392.27;394.4;37;0.54;2.29;2.61;3.1;Neutro;57
2024-01-03 11:55:00;2024-Q1;187.23;187.23;186.43;186.51;25;-0.38;-2.43;2.98;2.5;Neutro;57
2022-03-15 12:40:00;2022-Q1;201.14;201.86;201.02;201.86;8;0.36;2.5;3.38;1.9;Neutro;57
2024-07-03 12:10:00;2024-Q3;233.98;233.98;233.17;233.17;23;-0.35;-1.98;2.53;3.7;Neutro;57
2023-02-03 10:50:00;2023-Q1;173.33;174.22;173.29;174.22;4;0.51;2.64;4.03;0.9;Neutro;57
2023-12-15 13:50:00;2023-Q4;185.98;186.39;185.22;186.39;7;0.22;1.08;4.89;1.9;Neutro;57
2023-02-06 10:50:00;2023-Q1;175.68;176.16;175.27;175.27;8;-0.23;-1.37;3.89;2.8;Neutro;57
2023-05-26 09:50:00;2023-Q2;169.54;169.97;169.54;169.93;21;0.23;1.37;2.18;4.9;Neutro;57
2022-11-10 14:10:00;2022-Q4;154.82;155.39;154.82;155.39;19;0.37;2.13;2.44;3.6;Neutro;57
2023-03-15 10:40:00;2023-Q1;163.56;164.46;163.56;164.42;8;0.53;2.58;3.42;1.7;Neutro;57
2025-02-20 12:00:00;2025-Q1;436.17;436.38;434.94;434.94;28;-0.28;-1.66;2.92;3.6;Neutro;57
2021-10-04 11:10:00;2021-Q4;196.65;197.69;195.62;195.85;21;-0.41;-1.32;4.57;2.0;Neutro;57
2025-04-29 09:50:00;2025-Q2;453.96;453.96;450.8;450.8;39;-0.7;-3.13;2.86;1.7;Neutro;57
2024-07-19 10:45:00;2024-Q3;247.46;248.82;247.46;248.48;6;0.41;2.41;4.13;1.1;Neutro;57
2024-09-06 11:10:00;2024-Q3;253.51;253.51;252.43;252.43;6;-0.43;-3.21;3.61;0.7;Neutro;57
2023-12-21 11:20:00;2023-Q4;192.56;193.57;192.56;193.29;6;0.38;2.34;4.44;0.8;Neutro;57
2022-11-21 10:45:00;2022-Q4;149.15;149.27;148.81;148.81;11;-0.23;-1.37;2.17;4.9;Neutro;57
2025-03-24 10:10:00;2025-Q1;438.94;438.94;437.75;437.98;8;-0.22;-2.04;3.51;2.3;Neutro;57
2024-12-19 12:50:00;2024-Q4;356.9;356.9;355.15;356.24;18;-0.18;-0.95;3.6;3.7;Neutro;57
2021-12-07 14:10:00;2021-Q4;221.06;222.19;221.06;222.19;6;0.51;2.89;3.2;1.6;Neutro;57
2023-10-02 13:00:00;2023-Q4;147.44;147.44;147.04;147.04;10;-0.27;-2.11;3.27;2.5;Neutro;57
2025-07-28 11:00:00;2025-Q3;342.93;343.11;341.47;341.47;9;-0.43;-2.52;3.43;1.8;Neutro;57
2024-09-17 10:10:00;2024-Q3;269.76;270.15;268.94;268.94;16;-0.3;-2.54;3.88;1.2;Neutro;57
2021-03-04 10:20:00;2021-Q1;128.96;129.29;128.75;128.75;6;-0.16;-0.99;5.33;1.4;Neutro;57
2025-05-02 10:30:00;2025-Q2;435.51;435.51;433.31;433.31;10;-0.51;-2.79;3.12;1.8;Neutro;57
2023-08-16 12:10:00;2023-Q3;146.73;147.23;146.73;147.19;18;0.31;1.42;2.24;4.7;Neutro;57
2023-10-03 12:00:00;2023-Q4;145.02;145.55;145.02;145.55;5;0.37;2.5;4.21;0.8;Neutro;57
2022-10-11 11:15:00;2022-Q4;196.15;197.15;196.15;196.73;32;0.3;1.83;2.84;3.4;Neutro;57
2024-08-23 10:15:00;2024-Q3;257.41;257.41;256.63;256.63;9;-0.3;-2.83;3.12;1.7;Neutro;57
2023-11-14 11:50:00;2023-Q4;169.8;169.8;169.24;169.32;16;-0.28;-1.79;3.42;2.8;Neutro;57
2025-08-04 09:35:00;2025-Q3;329.52;331.07;329.52;331.07;7;0.47;2.54;4.09;0.9;Neutro;57
2021-10-13 10:45:00;2021-Q4;198.65;198.81;197.77;197.77;21;-0.44;-2.17;3.29;2.4;Neutro;57
2022-11-18 13:25:00;2022-Q4;146.28;146.28;145.44;145.44;7;-0.57;-2.89;3.3;1.4;Neutro;57
2025-06-27 11:10:00;2025-Q2;331.48;331.48;329.7;330.11;28;-0.41;-1.62;3.15;3.3;Neutro;57
2021-04-16 13:15:00;2021-Q2;126.54;126.87;126.54;126.87;8;0.26;2.47;3.45;1.8;Neutro;57
2022-06-03 11:25:00;2022-Q2;223.61;224.53;222.85;224.0;26;0.17;0.97;4.42;2.6;Neutro;57
2025-03-24 10:20:00;2025-Q1;437.8;437.98;436.97;437.16;11;-0.15;-1.44;3.06;3.7;Neutro;57
2025-09-25 11:35:00;2025-Q3;423.4;425.29;423.4;425.29;25;0.45;2.36;2.55;3.1;Neutro;57
2021-05-19 10:10:00;2021-Q2;149.96;150.54;149.96;150.54;8;0.39;2.75;3.77;1.0;Neutro;57
2021-12-07 10:15:00;2021-Q4;228.84;228.84;226.97;227.29;31;-0.68;-2.61;3.24;1.9;Neutro;57
2023-05-08 09:50:00;2023-Q2;173.42;173.85;173.42;173.65;36;0.13;1.02;3.03;4.3;Neutro;57
2022-08-26 12:25:00;2022-Q3;217.01;218.01;217.01;217.74;8;0.34;2.23;3.4;2.2;Neutro;57
2021-09-16 11:45:00;2021-Q3;179.18;179.74;179.18;179.58;19;0.22;1.41;2.03;5.0;Neutro;57
2021-11-23 13:30:00;2021-Q4;221.37;221.84;220.28;221.84;17;0.21;1.12;4.23;2.6;Neutro;57
2021-05-21 10:45:00;2021-Q2;148.03;148.03;147.71;147.71;9;-0.22;-1.65;3.25;3.2;Neutro;56
2022-02-01 13:45:00;2022-Q1;226.35;226.35;225.88;225.88;9;-0.21;-2.7;3.02;2.0;Neutro;56
2025-08-21 13:20:00;2025-Q3;431.13;433.07;431.13;433.02;18;0.44;2.02;2.43;3.7;Neutro;56
2023-07-18 11:00:00;2023-Q3;145.1;145.83;145.1;145.1;34;0.0;-0.05;3.53;4.9;Neutro;56
2025-02-28 12:30:00;2025-Q1;411.92;412.72;410.95;410.95;6;-0.24;-1.63;4.56;1.5;Neutro;56
2022-07-25 11:25:00;2022-Q3;193.31;193.31;192.62;192.62;9;-0.36;-2.61;2.85;2.4;Neutro;56
2024-06-25 10:55:00;2024-Q2;237.04;237.42;236.36;237.17;21;0.05;0.28;3.13;5.1;Neutro;56
2025-06-23 13:20:00;2025-Q2;361.93;363.53;361.75;363.53;25;0.44;1.89;2.46;3.8;Neutro;56
2023-10-19 11:15:00;2023-Q4;155.86;156.26;155.5;156.26;9;0.26;1.87;4.59;1.2;Neutro;56
2021-12-20 12:15:00;2021-Q4;210.78;210.78;209.85;210.47;25;-0.15;-1.01;3.53;3.6;Neutro;56
2022-01-04 11:20:00;2022-Q1;211.41;212.5;211.41;212.46;37;0.5;2.76;3.01;2.0;Neutro;56
2023-08-29 11:00:00;2023-Q3;150.26;150.82;150.26;150.82;17;0.37;2.29;3.02;2.6;Neutro;56
2022-09-02 09:50:00;2022-Q3;209.43;210.12;209.43;209.97;11;0.26;2.4;3.76;1.5;Neutro;56
2025-09-17 14:05:00;2025-Q3;440.85;444.52;440.85;444.52;11;0.83;2.71;3.1;1.9;Alta;56
2021-09-03 09:50:00;2021-Q3;184.85;185.28;184.69;185.28;14;0.23;1.41;3.02;3.7;Neutro;56
2022-04-01 11:15:00;2022-Q2;218.55;218.82;218.43;218.82;16;0.12;1.28;2.32;4.8;Neutro;56
2023-11-28 12:15:00;2023-Q4;168.27;169.04;168.07;168.07;17;-0.12;-1.03;5.16;1.6;Neutro;56
2025-10-01 10:35:00;2025-Q4;439.35;441.57;439.3;440.12;33;0.18;1.06;3.84;3.2;Neutro;56
2021-03-04 10:50:00;2021-Q1;128.63;128.63;128.22;128.22;4;-0.32;-2.25;4.31;1.0;Neutro;56
2022-11-28 11:25:00;2022-Q4;149.44;150.04;149.44;150.04;7;0.4;2.39;3.15;2.3;Neutro;56
2023-07-26 09:35:00;2023-Q3;148.55;148.98;148.43;148.98;19;0.29;1.71;2.91;3.5;Neutro;56
2025-12-04 11:00:00;2025-Q4;466.7;467.35;466.2;467.3;12;0.13;1.47;3.45;3.1;Neutro;56
2022-03-28 14:15:00;2022-Q1;206.12;206.81;206.08;206.81;5;0.33;2.57;3.87;1.1;Neutro;56
2024-01-29 15:25:00;2024-Q1;189.86;190.3;189.66;189.66;35;-0.11;-0.77;2.71;5.0;Neutro;56
2023-03-29 09:50:00;2023-Q1;163.1;163.95;163.1;163.72;22;0.38;2.12;3.21;2.5;Neutro;56
2024-01-30 10:10:00;2024-Q1;190.06;190.06;189.29;189.29;9;-0.41;-2.92;3.55;1.1;Neutro;56
2023-08-14 09:35:00;2023-Q3;145.87;146.14;145.49;145.49;12;-0.26;-1.81;3.84;2.2;Neutro;56
2022-12-13 11:10:00;2022-Q4;158.99;158.99;158.32;158.32;10;-0.42;-2.72;3.16;1.8;Neutro;56
2023-10-17 12:10:00;2023-Q4;151.15;151.95;151.15;151.95;5;0.53;3.28;3.51;0.6;Neutro;56
2022-11-04 11:25:00;2022-Q4;160.44;161.13;160.44;160.71;24;0.17;0.9;2.78;4.7;Neutro;56
2025-10-31 13:30:00;2025-Q4;458.59;461.0;458.59;461.0;6;0.53;2.63;3.44;1.6;Neutro;56
2022-07-08 12:05:00;2022-Q3;207.43;207.89;207.12;207.58;27;0.07;0.64;2.35;5.6;Neutro;56
2022-12-09 10:15:00;2022-Q4;152.91;153.55;152.91;153.55;8;0.42;2.15;2.48;3.4;Neutro;56
2025-09-12 13:15:00;2025-Q3;469.75;469.75;467.87;467.87;17;-0.4;-2.34;2.64;3.0;Neutro;56
2024-08-20 10:40:00;2024-Q3;262.61;263.39;262.35;263.39;44;0.3;1.73;2.55;3.9;Neutro;56
2023-02-15 13:45:00;2023-Q1;170.9;171.61;170.9;171.61;6;0.42;2.5;3.97;1.1;Neutro;56
2023-02-09 13:40:00;2023-Q1;173.18;173.81;173.18;173.81;7;0.36;2.31;3.55;1.8;Neutro;56
2022-04-22 10:40:00;2022-Q2;218.55;218.55;218.01;218.05;15;-0.23;-1.81;3.09;3.1;Neutro;56
2021-01-11 13:35:00;2021-Q1;117.89;118.06;117.67;118.06;18;0.14;0.85;3.07;4.4;Neutro;56
2025-08-01 12:45:00;2025-Q3;334.28;334.28;332.4;332.4;13;-0.56;-2.53;3.57;1.5;Neutro;56
2025-07-21 10:10:00;2025-Q3;333.32;333.32;331.53;331.9;13;-0.43;-2.09;3.6;2.1;Neutro;56
2024-04-18 10:00:00;2024-Q2;243.12;243.12;241.8;242.06;72;-0.44;-1.99;2.57;3.5;Neutro;56
2025-09-02 10:20:00;2025-Q3;440.32;440.32;437.9;437.9;15;-0.55;-2.67;2.96;2.1;Neutro;56
2023-11-14 14:20:00;2023-Q4;169.08;169.08;168.55;168.55;27;-0.31;-2.04;3.1;2.8;Neutro;56
2022-10-10 10:30:00;2022-Q4;195.58;196.31;195.58;196.31;8;0.37;2.54;3.13;2.1;Neutro;56
2025-08-15 12:35:00;2025-Q3;393.48;393.58;391.79;391.79;40;-0.43;-1.97;2.2;4.0;Neutro;56
2023-02-06 15:20:00;2023-Q1;176.35;176.87;176.35;176.76;24;0.23;1.61;2.79;3.7;Neutro;56
2023-05-15 12:30:00;2023-Q2;174.66;175.44;174.66;175.44;23;0.45;1.93;2.48;3.7;Neutro;56
2021-04-12 13:00:00;2021-Q2;125.6;125.6;125.15;125.15;5;-0.36;-2.53;3.05;2.2;Neutro;56
2023-02-01 14:15:00;2023-Q1;175.34;175.34;174.67;174.78;22;-0.32;-1.51;2.12;4.7;Neutro;56
2023-11-17 11:40:00;2023-Q4;164.64;164.64;163.79;163.87;7;-0.47;-2.68;3.34;1.6;Neutro;56
2025-09-23 12:10:00;2025-Q3;421.61;422.19;419.53;419.53;18;-0.49;-2.53;3.87;1.1;Neutro;56
2021-10-22 10:15:00;2021-Q4;193.86;194.82;193.46;193.46;9;-0.21;-1.1;4.77;1.9;Neutro;56
2025-02-11 14:20:00;2025-Q1;447.38;447.38;446.07;446.07;16;-0.29;-1.82;2.08;4.3;Neutro;56
2023-03-07 12:30:00;2023-Q1;170.74;171.25;170.28;171.25;7;0.3;1.89;4.05;1.8;Neutro;56
2025-01-06 14:20:00;2025-Q1;349.41;350.11;348.79;350.11;8;0.2;1.48;4.31;2.0;Neutro;56
2025-01-03 10:00:00;2025-Q1;353.57;353.57;352.74;352.78;18;-0.22;-1.46;2.49;4.3;Neutro;56
2021-11-19 11:45:00;2021-Q4;217.52;218.33;217.52;218.33;13;0.37;2.2;2.19;3.7;Neutro;56
2024-10-08 10:55:00;2024-Q4;257.41;258.06;256.98;258.06;11;0.25;1.85;3.85;2.1;Neutro;56
2025-01-21 14:20:00;2025-Q1;354.93;354.93;353.96;354.27;21;-0.19;-1.66;2.34;4.2;Neutro;56
2023-04-19 13:30:00;2023-Q2;187.0;187.38;186.3;186.65;12;-0.19;-0.81;3.65;3.7;Neutro;56
2022-05-20 10:05:00;2022-Q2;206.35;207.08;206.35;207.08;11;0.35;2.59;3.34;1.7;Neutro;56
2024-04-03 14:10:00;2024-Q2;211.13;211.89;211.13;211.72;59;0.28;1.66;2.37;4.2;Neutro;56
2024-05-21 11:25:00;2024-Q2;223.59;223.59;222.44;222.44;5;-0.51;-3.0;3.56;0.9;Neutro;56
2023-06-30 12:10:00;2023-Q2;147.23;147.23;146.65;146.65;6;-0.39;-2.27;3.42;2.0;Neutro;56
2021-09-24 12:25:00;2021-Q3;183.81;184.05;182.69;183.81;18;0.0;-0.05;5.91;1.9;Neutro;56
2023-07-27 13:50:00;2023-Q3;150.53;150.84;150.06;150.06;6;-0.31;-1.75;4.2;1.7;Neutro;56
2021-10-08 10:35:00;2021-Q4;191.39;191.39;190.23;190.67;13;-0.38;-1.82;3.39;2.7;Neutro;56
2022-11-14 11:45:00;2022-Q4;154.82;155.01;153.86;153.86;9;-0.62;-2.53;3.71;1.3;Neutro;56
2023-06-27 11:00:00;2023-Q2;152.08;152.93;152.08;152.62;7;0.36;1.88;4.23;1.5;Neutro;56
2025-12-01 10:25:00;2025-Q4;462.0;462.0;460.3;460.5;13;-0.32;-2.11;3.61;2.0;Neutro;56
2025-02-11 09:35:00;2025-Q1;459.04;459.04;455.71;456.72;25;-0.51;-2.02;3.69;2.0;Neutro;56
2025-07-21 13:25:00;2025-Q3;327.59;327.59;326.04;326.17;11;-0.43;-2.19;3.19;2.4;Neutro;56
2021-05-10 09:35:00;2021-Q2;149.22;149.22;148.36;148.48;4;-0.5;-2.21;4.48;0.8;Neutro;56
2024-09-24 10:40:00;2024-Q3;274.75;274.92;273.71;274.53;25;-0.08;-0.65;3.75;3.8;Neutro;56
2024-08-06 09:55:00;2024-Q3;250.74;251.59;250.23;251.59;9;0.34;2.03;3.68;2.0;Neutro;56
2024-01-30 13:45:00;2024-Q1;192.24;192.88;192.24;192.88;4;0.33;2.8;3.79;0.8;Neutro;56
2024-10-08 10:10:00;2024-Q4;257.45;258.5;257.45;258.5;9;0.41;2.74;3.45;1.3;Neutro;56
2021-01-08 12:25:00;2021-Q1;117.71;118.23;117.71;118.14;15;0.37;2.37;3.63;1.6;Neutro;56
2021-12-15 13:30:00;2021-Q4;218.37;218.37;217.56;217.56;19;-0.37;-2.1;2.71;3.1;Neutro;56
2022-09-29 10:50:00;2022-Q3;203.31;203.62;202.85;203.62;23;0.15;0.95;3.18;4.1;Neutro;56
2023-12-12 11:30:00;2023-Q4;179.85;179.97;178.88;179.08;17;-0.43;-2.18;3.17;2.4;Neutro;56
2024-05-14 09:45:00;2024-Q2;202.74;202.74;201.77;201.77;18;-0.48;-2.17;2.54;3.2;Neutro;56
2025-12-03 13:00:00;2025-Q4;461.25;461.25;460.0;460.0;10;-0.27;-2.36;3.0;2.4;Neutro;56
2021-06-07 12:50:00;2021-Q2;159.19;159.56;158.82;159.56;10;0.23;1.57;4.16;2.0;Neutro;56
2025-02-20 10:00:00;2025-Q1;436.34;436.65;434.59;434.59;11;-0.4;-2.21;3.76;1.6;Neutro;56
2022-10-21 10:20:00;2022-Q4;171.12;171.85;171.08;171.85;24;0.43;2.44;2.7;2.7;Neutro;56
2022-06-27 10:45:00;2022-Q2;210.8;210.8;210.42;210.46;21;-0.16;-1.24;2.11;5.0;Neutro;56
2024-02-07 09:35:00;2024-Q1;188.85;188.97;188.45;188.45;27;-0.21;-1.68;3.42;2.8;Neutro;56
2025-03-27 12:05:00;2025-Q1;425.71;426.49;425.71;426.49;16;0.18;1.58;2.03;4.6;Neutro;56
2022-02-10 12:25:00;2022-Q1;236.82;237.25;236.31;237.25;10;0.18;1.61;4.36;1.7;Neutro;56
2023-12-14 11:40:00;2023-Q4;188.61;188.85;188.12;188.12;12;-0.26;-1.82;3.82;2.1;Neutro;56
2024-04-17 11:35:00;2024-Q2;243.29;245.08;243.29;245.08;18;0.74;3.07;2.81;1.7;Neutro;56
2023-10-03 14:55:00;2023-Q4;145.99;146.03;145.51;145.51;4;-0.33;-2.41;4.17;0.9;Neutro;56
2022-02-01 11:00:00;2022-Q1;227.09;227.29;226.7;226.7;23;-0.17;-2.13;3.28;2.3;Neutro;56
2023-02-02 10:05:00;2023-Q1;177.66;178.63;177.66;178.51;11;0.48;2.48;3.43;1.7;Neutro;56
2022-09-22 13:20:00;2022-Q3;201.43;202.09;201.43;202.09;35;0.33;1.56;2.31;4.3;Neutro;56
2021-06-15 10:45:00;2021-Q2;151.56;151.56;150.82;151.23;20;-0.22;-1.16;3.79;3.0;Neutro;56
2025-10-23 12:00:00;2025-Q4;485.27;485.8;482.56;483.33;52;-0.4;-1.66;3.2;3.1;Neutro;56
2025-06-10 12:30:00;2025-Q2;398.47;398.47;397.14;397.14;11;-0.33;-2.08;3.06;2.7;Neutro;56
2023-03-27 11:05:00;2023-Q1;168.92;169.15;168.57;168.65;33;-0.16;-0.6;2.2;5.7;Neutro;56
2024-05-06 09:40:00;2024-Q2;203.81;204.83;203.81;204.83;7;0.5;3.11;3.4;0.9;Neutro;56
2023-08-03 10:25:00;2023-Q3;155.88;155.88;155.22;155.22;4;-0.42;-2.77;3.76;0.9;Neutro;56
2024-06-06 12:20:00;2024-Q2;242.1;243.38;242.1;243.38;7;0.53;2.63;2.99;2.0;Neutro;56
2024-04-08 10:00:00;2024-Q2;217.59;218.44;217.42;218.19;23;0.28;1.71;3.43;2.7;Neutro;56
2024-06-06 11:15:00;2024-Q2;245.68;245.68;244.27;244.27;17;-0.57;-2.64;3.25;1.7;Neutro;56
2023-04-03 12:35:00;2023-Q2;166.32;166.32;165.43;165.43;6;-0.54;-2.9;3.55;1.0;Neutro;56
2022-02-01 12:25:00;2022-Q1;227.52;227.6;226.7;227.6;18;0.04;0.45;5.05;2.4;Neutro;56
2025-08-14 13:20:00;2025-Q3;379.15;381.67;379.15;381.67;9;0.66;2.95;3.17;1.4;Neutro;56
2024-01-02 09:55:00;2024-Q1;190.3;190.3;189.49;189.49;17;-0.43;-2.51;2.98;2.2;Neutro;56
2023-12-05 13:45:00;2023-Q4;178.6;179.16;178.6;179.16;26;0.31;2.05;2.27;3.7;Neutro;56
2023-03-20 09:50:00;2023-Q1;167.48;167.72;166.86;166.86;11;-0.37;-2.03;3.84;1.8;Neutro;56
2022-08-12 10:55:00;2022-Q3;205.39;205.97;205.39;205.97;14;0.28;2.0;2.37;3.6;Neutro;56
2023-03-13 12:05:00;2023-Q1;170.2;170.31;169.5;169.5;5;-0.41;-2.35;4.01;1.1;Neutro;56
2024-07-26 10:00:00;2024-Q3;245.93;246.78;245.93;246.74;11;0.33;2.3;3.28;2.1;Neutro;56
2021-11-24 13:10:00;2021-Q4;227.21;227.21;225.92;226.51;5;-0.31;-1.78;4.06;1.8;Neutro;56
2025-05-15 12:05:00;2025-Q2;423.97;423.97;421.45;422.14;6;-0.43;-2.21;4.23;1.0;Neutro;56
2021-09-09 10:20:00;2021-Q3;179.9;180.3;179.9;180.3;9;0.22;1.89;2.83;3.2;Neutro;56
2022-06-22 09:55:00;2022-Q2;222.62;223.46;222.62;223.46;21;0.38;2.5;2.75;2.5;Neutro;56
2024-12-10 14:15:00;2024-Q4;368.55;368.55;366.32;366.32;22;-0.61;-2.64;2.86;2.2;Neutro;56
2025-09-25 12:45:00;2025-Q3;424.85;426.93;424.85;426.93;25;0.49;2.4;2.62;2.8;Neutro;56
2023-12-05 10:45:00;2023-Q4;173.19;173.92;173.11;173.92;11;0.42;2.35;3.16;2.2;Neutro;56
2024-07-31 11:05:00;2024-Q3;243.25;243.25;242.4;242.53;14;-0.3;-1.98;2.99;2.9;Neutro;56
2023-03-13 12:00:00;2023-Q1;169.93;170.31;169.89;170.31;28;0.22;1.42;2.03;4.8;Neutro;56
2022-08-01 11:35:00;2022-Q3;197.38;197.42;196.69;196.76;24;-0.31;-1.58;2.2;4.4;Neutro;56
2021-07-15 13:15:00;2021-Q3;154.06;154.06;153.53;153.82;11;-0.16;-1.24;2.94;3.9;Neutro;56
2025-09-04 10:40:00;2025-Q3;446.89;449.02;446.89;449.02;23;0.48;2.71;3.13;1.7;Neutro;56
2021-05-18 11:15:00;2021-Q2;147.66;147.66;146.84;147.09;4;-0.39;-2.33;4.35;0.7;Neutro;56
2022-03-14 13:05:00;2022-Q1;209.27;209.27;208.5;208.5;11;-0.37;-2.25;3.09;2.4;Neutro;56
2025-12-03 15:55:00;2025-Q4;461.45;462.85;461.45;462.85;6;0.3;2.78;3.53;1.1;Neutro;56
2021-11-12 14:00:00;2021-Q4;200.78;201.6;200.78;201.4;24;0.31;1.97;3.07;2.8;Neutro;56
2021-12-13 10:15:00;2021-Q4;217.94;218.72;217.94;218.72;13;0.36;2.64;2.87;2.1;Neutro;56
2024-04-15 10:45:00;2024-Q2;233.34;234.4;233.34;234.27;14;0.4;2.55;3.22;1.8;Neutro;56
2024-09-17 09:35:00;2024-Q3;266.6;267.81;266.6;267.81;13;0.45;3.13;3.29;1.0;Neutro;56
2021-10-06 10:30:00;2021-Q4;185.08;185.08;184.29;184.33;8;-0.41;-2.24;3.33;2.1;Neutro;56
2023-07-11 10:45:00;2023-Q3;144.17;144.17;143.51;143.51;5;-0.46;-2.75;3.82;0.8;Neutro;56
